File      	Acquisition    	Echo    	EchoTime  
sub-10690sp	mb3me4fa50     	3       	0.04928   
sub-10690sp	mb3me4fa50     	4       	0.06702   
sub-10690sp	mb3me3         	1       	0.0138    
sub-10690sp	mb3me4         	2       	0.03154   
sub-10690sp	mb3me3ip0      	3       	0.07776   
sub-10690sp	mb3me4fa50     	1       	0.0138    
sub-10690sp	mb2me4         	2       	0.03154   
sub-10690sp	mb2me4         	3       	0.04928   
sub-10690sp	mb3me4         	4       	0.06702   
sub-10690sp	mb3me3ip0      	2       	0.04718   
sub-10690sp	mb2me4         	4       	0.06702   
sub-10690sp	mb3me4         	3       	0.04928   
sub-10690sp	mb2me4         	1       	0.0138    
sub-10690sp	mb3me4         	1       	0.0138    
sub-10690sp	mb3me3         	2       	0.03154   
sub-10690sp	mb3me4fa50     	2       	0.03154   
sub-10716 	mb1me4         	1       	0.0138    
sub-10716 	mb3me4         	3       	0.04928   
sub-10716 	mb3me4         	4       	0.06702   
sub-10716 	mb1me4         	3       	0.04928   
sub-10716 	mb3me4         	1       	0.0138    
sub-10716 	mb1me4         	4       	0.06702   
sub-10716 	mb1me4         	2       	0.03154   
sub-10716 	mb3me4         	2       	0.03154   
sub-10017 	mb6me4         	1       	0.014     
sub-10017 	mb3me4         	2       	0.03154   
sub-10017 	mb6me4         	3       	0.0502    
sub-10017 	mb6me4         	4       	0.0683    
sub-10017 	mb1me4         	2       	0.03154   
sub-10017 	mb1me4         	3       	0.04928   
sub-10017 	mb3me4         	1       	0.0138    
sub-10017 	mb1me4         	4       	0.06702   
sub-10017 	mb6me4         	2       	0.0321    
sub-10017 	mb1me4         	1       	0.0138    
sub-10017 	mb3me4         	3       	0.04928   
sub-10017 	mb3me4         	4       	0.06702   
sub-10363 	mb6me4         	3       	0.0502    
sub-10363 	mb1me4         	2       	0.03154   
sub-10363 	mb6me4         	4       	0.0683    
sub-10363 	mb6me4         	1       	0.014     
sub-10363 	mb3me4         	2       	0.03154   
sub-10363 	mb3me4         	3       	0.04928   
sub-10363 	mb1me4         	1       	0.0138    
sub-10363 	mb3me4         	4       	0.06702   
sub-10363 	mb3me4         	1       	0.0138    
sub-10363 	mb1me4         	3       	0.04928   
sub-10363 	mb6me4         	2       	0.0321    
sub-10363 	mb1me4         	4       	0.06702   
sub-10080 	mb1me4         	4       	0.06702   
sub-10080 	mb6me4         	2       	0.0321    
sub-10080 	mb3me4         	1       	0.0138    
sub-10080 	mb1me4         	3       	0.04928   
sub-10080 	mb3me4         	4       	0.06702   
sub-10080 	mb3me4         	3       	0.04928   
sub-10080 	mb1me4         	1       	0.0138    
sub-10080 	mb3me4         	2       	0.03154   
sub-10080 	mb6me4         	1       	0.014     
sub-10080 	mb6me4         	4       	0.0683    
sub-10080 	mb1me4         	2       	0.03154   
sub-10080 	mb6me4         	3       	0.0502    
sub-10606sp	mb3me4fa50     	2       	0.03154   
sub-10606sp	mb3me4         	3       	0.04928   
sub-10606sp	mb2me4         	4       	0.06702   
sub-10606sp	mb3me3ip0      	2       	0.04718   
sub-10606sp	mb3me4         	4       	0.06702   
sub-10606sp	mb2me4         	3       	0.04928   
sub-10606sp	mb3me3         	2       	0.03154   
sub-10606sp	mb3me4         	1       	0.0138    
sub-10606sp	mb2me4         	1       	0.0138    
sub-10606sp	mb3me3ip0      	1       	0.0166    
sub-10606sp	mb3me4fa50     	1       	0.0138    
sub-10606sp	mb3me3         	3       	0.04928   
sub-10606sp	mb3me3ip0      	3       	0.07776   
sub-10606sp	mb3me4fa50     	4       	0.06702   
sub-10606sp	mb2me4         	2       	0.03154   
sub-10606sp	mb3me4fa50     	3       	0.04928   
sub-10606sp	mb3me4         	2       	0.03154   
sub-10606sp	mb3me3         	1       	0.0138    
sub-10644sp	mb3me3         	3       	0.04928   
sub-10644sp	mb3me4fa50     	2       	0.03154   
sub-10644sp	mb3me3         	1       	0.0138    
sub-10644sp	mb3me4         	2       	0.03154   
sub-10644sp	mb2me4         	2       	0.03154   
sub-10644sp	mb3me3ip0      	2       	0.04718   
sub-10644sp	mb3me4fa50     	4       	0.06702   
sub-10644sp	mb3me3ip0      	3       	0.07776   
sub-10644sp	mb2me4         	3       	0.04928   
sub-10644sp	mb3me4         	4       	0.06702   
sub-10644sp	mb3me4fa50     	3       	0.04928   
sub-10644sp	mb2me4         	4       	0.06702   
sub-10644sp	mb3me4         	3       	0.04928   
sub-10644sp	mb3me3ip0      	1       	0.0166    
sub-10644sp	mb2me4         	1       	0.0138    
sub-10644sp	mb3me4fa50     	1       	0.0138    
sub-10644sp	mb3me4         	1       	0.0138    
sub-10644sp	mb3me3         	2       	0.03154   
sub-10303 	mb1me4         	3       	0.04928   
sub-10303 	mb6me4         	2       	0.0321    
sub-10303 	mb1me4         	4       	0.06702   
sub-10303 	mb1me4         	1       	0.0138    
sub-10303 	mb6me4         	1       	0.014     
sub-10303 	mb6me4         	3       	0.0502    
sub-10303 	mb1me4         	2       	0.03154   
sub-10303 	mb6me4         	4       	0.0683    
sub-10142 	mb3me4         	4       	0.06702   
sub-10142 	mb3me4         	3       	0.04928   
sub-10142 	mb1me4         	1       	0.0138    
sub-10142 	mb1me4         	4       	0.06702   
sub-10142 	mb6me4         	2       	0.0321    
sub-10142 	mb3me4         	1       	0.0138    
sub-10142 	mb1me4         	3       	0.04928   
sub-10142 	mb6me4         	4       	0.0683    
sub-10142 	mb1me4         	2       	0.03154   
sub-10142 	mb6me4         	3       	0.0502    
sub-10142 	mb3me4         	2       	0.03154   
sub-10142 	mb6me4         	1       	0.014     
sub-12042 	mb6me4         	1       	0.014     
sub-12042 	mb3me4         	2       	0.03154   
sub-12042 	mb6me4         	3       	0.0502    
sub-12042 	mb1me4         	2       	0.03154   
sub-12042 	mb6me4         	4       	0.0683    
sub-12042 	mb1me4         	3       	0.04928   
sub-12042 	mb3me4         	1       	0.0138    
sub-12042 	mb6me4         	2       	0.0321    
sub-12042 	mb1me4         	4       	0.06702   
sub-12042 	mb1me4         	1       	0.0138    
sub-12042 	mb3me4         	3       	0.04928   
sub-12042 	mb3me4         	4       	0.06702   
sub-10035 	mb3me4         	3       	0.04928   
sub-10035 	mb1me4         	1       	0.0138    
sub-10035 	mb3me4         	4       	0.06702   
sub-10035 	mb3me4         	1       	0.0138    
sub-10035 	mb1me4         	3       	0.04928   
sub-10035 	mb1me4         	4       	0.06702   
sub-10035 	mb6me4         	2       	0.0321    
sub-10035 	mb6me4         	3       	0.0502    
sub-10035 	mb6me4         	4       	0.0683    
sub-10035 	mb1me4         	2       	0.03154   
sub-10035 	mb6me4         	1       	0.014     
sub-10035 	mb3me4         	2       	0.03154   
sub-10203 	mb3me4         	1       	0.0138    
sub-10203 	mb1me4         	3       	0.04928   
sub-10203 	mb6me4         	2       	0.0321    
sub-10203 	mb1me4         	4       	0.06702   
sub-10203 	mb3me4         	3       	0.04928   
sub-10203 	mb1me4         	1       	0.0138    
sub-10203 	mb3me4         	4       	0.06702   
sub-10203 	mb6me4         	1       	0.014     
sub-10203 	mb3me4         	2       	0.03154   
sub-10203 	mb6me4         	3       	0.0502    
sub-10203 	mb1me4         	2       	0.03154   
sub-10203 	mb6me4         	4       	0.0683    
sub-10094 	mb1me4         	4       	0.06702   
sub-10094 	mb6me4         	2       	0.0321    
sub-10094 	mb3me4         	1       	0.0138    
sub-10094 	mb1me4         	3       	0.04928   
sub-10094 	mb3me4         	4       	0.06702   
sub-10094 	mb3me4         	3       	0.04928   
sub-10094 	mb1me4         	1       	0.0138    
sub-10094 	mb3me4         	2       	0.03154   
sub-10094 	mb6me4         	1       	0.014     
sub-10094 	mb6me4         	4       	0.0683    
sub-10094 	mb1me4         	2       	0.03154   
sub-10094 	mb6me4         	3       	0.0502    
sub-10777sp	mb3me4         	2       	0.03154   
sub-10777sp	mb3me3         	1       	0.0138    
sub-10777sp	mb3me4fa50     	3       	0.04928   
sub-10777sp	mb2me4         	2       	0.03154   
sub-10777sp	mb3me3ip0      	2       	0.04718   
sub-10777sp	mb3me4fa50     	4       	0.06702   
sub-10777sp	mb3me3         	3       	0.04928   
sub-10777sp	mb3me4fa50     	1       	0.0138    
sub-10777sp	mb2me4         	1       	0.0138    
sub-10777sp	mb3me3ip0      	1       	0.0166    
sub-10777sp	mb3me3         	2       	0.03154   
sub-10777sp	mb3me4         	1       	0.0138    
sub-10777sp	mb3me4         	4       	0.06702   
sub-10777sp	mb2me4         	3       	0.04928   
sub-10777sp	mb3me3ip0      	3       	0.07776   
sub-10777sp	mb3me4         	3       	0.04928   
sub-10777sp	mb2me4         	4       	0.06702   
sub-10777sp	mb3me4fa50     	2       	0.03154   
sub-10416 	mb1me4         	1       	0.0138    
sub-10416 	mb3me4         	3       	0.04928   
sub-10416 	mb3me4         	4       	0.06702   
sub-10416 	mb1me4         	3       	0.04928   
sub-10416 	mb3me4         	1       	0.0138    
sub-10416 	mb6me4         	2       	0.0321    
sub-10416 	mb1me4         	4       	0.06702   
sub-10416 	mb6me4         	3       	0.0502    
sub-10416 	mb1me4         	2       	0.03154   
sub-10416 	mb6me4         	4       	0.0683    
sub-10416 	mb6me4         	1       	0.014     
sub-10416 	mb3me4         	2       	0.03154   
sub-10069 	mb3me4         	1       	0.0138    
sub-10069 	mb1me4         	3       	0.04928   
sub-10069 	mb6me4         	2       	0.0321    
sub-10069 	mb1me4         	4       	0.06702   
sub-10069 	mb3me4         	3       	0.04928   
sub-10069 	mb1me4         	1       	0.0138    
sub-10069 	mb3me4         	4       	0.06702   
sub-10069 	mb6me4         	1       	0.014     
sub-10069 	mb3me4         	2       	0.03154   
sub-10069 	mb6me4         	3       	0.0502    
sub-10069 	mb1me4         	2       	0.03154   
sub-10069 	mb6me4         	4       	0.0683    
