Subj	HC	MB	ME	InputFile
sub-10422	20ch	MB6	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10422/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10422	20ch	MB6	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10422/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10438	20ch	MB1	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10438/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10438	20ch	MB1	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10438/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10438	20ch	MB3	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10438/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10438	20ch	MB3	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10438/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10438	20ch	MB6	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10438/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-10438	20ch	MB6	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10438/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-12042	20ch	MB1	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-12042/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-12042	20ch	MB1	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-12042/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-12042	20ch	MB3	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-12042/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-12042	20ch	MB3	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-12042/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-12042	20ch	MB6	ME1	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-12042/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me1_sm-0_denoising-base.feat/stats/zstat17.nii.gz
sub-12042	20ch	MB6	ME4	/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-12042/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me4_sm-0_denoising-base.feat/stats/zstat17.nii.gz
