Subj HC MB ME InputFile
20 64ch MB3 ME1 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10154/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me1_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
20 64ch MB3 ME4 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10154/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me4_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
20 64ch MB6 ME1 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10154/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me1_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
20 64ch MB6 ME4 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10154/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me4_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
23 64ch MB1 ME1 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10186/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me1_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
23 64ch MB1 ME4 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10186/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me4_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
23 64ch MB3 ME1 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10186/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me1_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
23 64ch MB3 ME4 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10186/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me4_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
23 64ch MB6 ME1 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10186/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me1_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
23 64ch MB6 ME4 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10186/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me4_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
24 64ch MB1 ME1 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10188/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me1_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
24 64ch MB1 ME4 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10188/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me4_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
24 64ch MB3 ME1 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10188/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me1_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
24 64ch MB3 ME4 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10188/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me4_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
24 64ch MB6 ME1 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10188/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me1_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
24 64ch MB6 ME4 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10188/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me4_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
26 64ch MB1 ME1 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10221/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me1_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
26 64ch MB1 ME4 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10221/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me4_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
26 64ch MB3 ME1 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10221/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me1_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
26 64ch MB3 ME4 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10221/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me4_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
26 64ch MB6 ME1 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10221/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me1_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
26 64ch MB6 ME4 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10221/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me4_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
21 20ch MB1 ME1 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10166/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me1_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
21 20ch MB1 ME4 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10166/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me4_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
21 20ch MB3 ME1 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10166/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me1_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
21 20ch MB3 ME4 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10166/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me4_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
21 20ch MB6 ME1 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10166/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me1_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
21 20ch MB6 ME4 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10166/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me4_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
22 20ch MB1 ME1 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10185/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me1_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
22 20ch MB1 ME4 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10185/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me4_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
22 20ch MB3 ME1 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10185/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me1_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
22 20ch MB3 ME4 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10185/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me4_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
22 20ch MB6 ME1 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10185/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me1_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
22 20ch MB6 ME4 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10185/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me4_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
25 20ch MB1 ME1 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10203/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me1_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
25 20ch MB1 ME4 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10203/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me4_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
25 20ch MB3 ME1 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10203/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me1_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
25 20ch MB3 ME4 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10203/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me4_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
25 20ch MB6 ME1 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10203/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me1_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
25 20ch MB6 ME4 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10203/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me4_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
27 20ch MB1 ME1 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10223/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me1_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
27 20ch MB1 ME4 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10223/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me4_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
27 20ch MB3 ME1 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10223/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me1_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
27 20ch MB3 ME4 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10223/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me4_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
27 20ch MB6 ME1 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10223/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me1_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
27 20ch MB6 ME4 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10223/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me4_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
28 20ch MB1 ME1 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10234/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me1_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
28 20ch MB1 ME4 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10234/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me4_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
28 20ch MB3 ME1 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10234/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me1_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
28 20ch MB3 ME4 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10234/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me4_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
28 20ch MB6 ME1 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10234/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me1_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
28 20ch MB6 ME4 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10234/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me4_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
29 20ch MB1 ME1 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10296/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me1_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
29 20ch MB1 ME4 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10296/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me4_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
29 20ch MB3 ME1 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10296/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me1_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
29 20ch MB3 ME4 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10296/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me4_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
29 20ch MB6 ME1 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10296/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me1_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
29 20ch MB6 ME4 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10296/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me4_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
30 20ch MB1 ME1 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10318/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me1_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
30 20ch MB1 ME4 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10318/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me4_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
30 20ch MB3 ME1 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10318/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me1_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
30 20ch MB3 ME4 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10318/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me4_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
30 20ch MB6 ME1 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10318/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me1_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
30 20ch MB6 ME4 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10318/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me4_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
31 20ch MB1 ME1 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10319/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me1_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
31 20ch MB1 ME4 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10319/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me4_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
31 20ch MB3 ME1 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10319/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me1_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
31 20ch MB3 ME4 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10319/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me4_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
31 20ch MB6 ME1 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10319/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me1_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
31 20ch MB6 ME4 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10319/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me4_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
32 20ch MB1 ME1 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10320/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me1_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
32 20ch MB1 ME4 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10320/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me4_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
32 20ch MB3 ME1 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10320/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me1_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
32 20ch MB3 ME4 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10320/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me4_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
32 20ch MB6 ME1 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10320/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me1_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
32 20ch MB6 ME4 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10320/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me4_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
33 20ch MB1 ME1 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10321/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me1_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
33 20ch MB1 ME4 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10321/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me4_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
33 20ch MB3 ME1 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10321/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me1_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
33 20ch MB3 ME4 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10321/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me4_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
33 20ch MB6 ME1 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10321/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me1_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
33 20ch MB6 ME4 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10321/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me4_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
34 20ch MB1 ME1 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10363/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me1_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
34 20ch MB1 ME4 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10363/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me4_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
34 20ch MB3 ME1 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10363/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me1_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
34 20ch MB3 ME4 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10363/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me4_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
34 20ch MB6 ME1 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10363/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me1_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
34 20ch MB6 ME4 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10363/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me4_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
35 20ch MB1 ME1 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10382/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me1_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
35 20ch MB1 ME4 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10382/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me4_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
35 20ch MB3 ME1 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10382/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me1_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
35 20ch MB3 ME4 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10382/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me4_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
35 20ch MB6 ME1 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10382/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me1_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
35 20ch MB6 ME4 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10382/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me4_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
36 20ch MB1 ME1 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10391/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me1_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
36 20ch MB1 ME4 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10391/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me4_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
36 20ch MB3 ME1 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10391/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me1_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
36 20ch MB3 ME4 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10391/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me4_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
36 20ch MB6 ME1 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10391/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me1_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
36 20ch MB6 ME4 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10391/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me4_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
37 20ch MB1 ME1 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10416/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me1_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
37 20ch MB1 ME4 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10416/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me4_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
37 20ch MB3 ME1 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10416/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me1_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
37 20ch MB3 ME4 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10416/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me4_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
37 20ch MB6 ME1 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10416/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me1_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
37 20ch MB6 ME4 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10416/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me4_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
38 20ch MB1 ME1 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10422/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me1_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
38 20ch MB1 ME4 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10422/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me4_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
38 20ch MB3 ME1 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10422/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me1_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
38 20ch MB3 ME4 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10422/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me4_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
38 20ch MB6 ME1 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10422/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me1_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
38 20ch MB6 ME4 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10422/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb6me4_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
39 20ch MB1 ME1 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10438/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me1_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
39 20ch MB1 ME4 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10438/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb1me4_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
39 20ch MB3 ME1 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10438/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me1_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
39 20ch MB3 ME4 """/ZPOOL/data/projects/multiecho-pilot/derivatives/fsl/sub-10438/L1_task-sharedreward_model-1_type-ppi_seed-VS_thr5_acq-mb3me4_sm-0_denoising-base.feat/stats/cope13.nii.gz"""
